Date,Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power,City,Index
7/31/2020,9:00:00 PM,71.6,74,62.7,4.55,8.34,351,354,7.8,0.1913,Moscow,5110
7/31/2020,10:00:00 PM,70.3,76,62.3,4.1,7.82,360,4,7.8,0.1841,Moscow,5111
7/31/2020,11:00:00 PM,69,81,62.9,4.1,7.73,1,5,7.1,0.177,Moscow,5112
8/1/2020,12:00:00 AM,67.7,86,63.5,4.1,7.53,1,5,7.2,0.1699,Moscow,5113
8/1/2020,1:00:00 AM,67.2,89,63.7,4.3,7.64,3,6,7.5,0.1627,Moscow,5114
8/1/2020,2:00:00 AM,66.5,90,63.5,4.53,7.81,6,10,7.9,0.1556,Moscow,5115
8/1/2020,3:00:00 AM,65.4,91,62.7,4.22,7.28,5,9,7.9,0.1485,Moscow,5116
8/1/2020,4:00:00 AM,64.2,91,61.4,4.2,7.32,360,4,7.4,0.1413,Moscow,5117
8/1/2020,5:00:00 AM,63.5,89,60.2,4.02,7.2,354,358,7.3,0.1632,Moscow,5118
8/1/2020,6:00:00 AM,63.4,80,57.2,4.9,8.01,360,3,7.5,0.214,Moscow,5119
8/1/2020,7:00:00 AM,64,70,53.9,5.3,7.9,360,1,9.2,0.2649,Moscow,5120
8/1/2020,8:00:00 AM,65.3,64,52.8,5.6,7.8,358,359,10.2,0.3157,Moscow,5121
8/1/2020,9:00:00 AM,67.5,57,51.9,5.8,7.8,360,1,10.8,0.3666,Moscow,5122
8/1/2020,10:00:00 AM,69.5,53,51.4,6.11,8.12,3,4,11.5,0.4175,Moscow,5123
8/1/2020,11:00:00 AM,71.2,50,51.4,6.31,8.32,4,3,12,0.4683,Moscow,5124
8/1/2020,12:00:00 PM,72.5,46,50.6,6.41,8.41,4,3,12.3,0.4824,Moscow,5125
8/1/2020,1:00:00 PM,73.2,46,51,6.2,8.21,2,2,12.2,0.4597,Moscow,5126
8/1/2020,2:00:00 PM,73.8,44,50.5,6.2,8.11,2,2,12,0.437,Moscow,5127
8/1/2020,3:00:00 PM,74.4,42,50,6.3,8.4,2,1,12.1,0.4143,Moscow,5128
8/1/2020,4:00:00 PM,74.4,40,48.7,6.1,8.2,1,1,11.9,0.3916,Moscow,5129
8/1/2020,5:00:00 PM,72.9,43,49.3,6.21,8.52,4,4,11.5,0.3689,Moscow,5130
8/1/2020,6:00:00 PM,71.5,45,49,6.01,8.53,4,5,11.1,0.3484,Moscow,5131
8/1/2020,7:00:00 PM,69.4,53,51.4,4.24,6.99,8,9,10.5,0.3302,Moscow,5132
8/1/2020,8:00:00 PM,66.5,58,51.1,3.11,6.53,6,11,7.3,0.3119,Moscow,5133
8/1/2020,9:00:00 PM,64.8,61,51.2,3.1,6.82,2,11,5.3,0.2937,Moscow,5134
8/1/2020,10:00:00 PM,64.1,63,51.4,3.61,7.53,357,5,6.1,0.2755,Moscow,5135
8/1/2020,11:00:00 PM,63.3,66,51.7,3.81,7.83,357,5,6.5,0.2572,Moscow,5136
8/2/2020,12:00:00 AM,62.2,69,52,3.28,7.06,12,21,6.8,0.239,Moscow,5137
8/2/2020,1:00:00 AM,60.4,76,52.8,2.5,5.95,360,17,5.6,0.2208,Moscow,5138
8/2/2020,2:00:00 AM,59.6,79,53.2,2.63,6.05,351,8,4.4,0.2026,Moscow,5139
8/2/2020,3:00:00 AM,59.1,81,53.4,2.75,6.23,350,6,4.7,0.1843,Moscow,5140
8/2/2020,4:00:00 AM,58.6,83,53.5,2.75,6.42,350,4,4.7,0.1661,Moscow,5141
8/2/2020,5:00:00 AM,57.8,86,53.5,2.81,6.55,356,7,4.8,0.1498,Moscow,5142
8/2/2020,6:00:00 AM,57.4,87,53.5,3.81,7.16,5,12,5.1,0.1355,Moscow,5143
8/2/2020,7:00:00 AM,59.3,83,54.1,3.72,6.43,6,12,6.6,0.1212,Moscow,5144
8/2/2020,8:00:00 AM,61.9,77,54.7,3.96,5.3,10,11,7.6,0.1069,Moscow,5145
8/2/2020,9:00:00 AM,64.8,71,55,4,5.24,13,13,8.2,0.0926,Moscow,5146
8/2/2020,10:00:00 AM,67.2,58,51.9,4.78,6.24,16,16,9.4,0.0782,Moscow,5147
8/2/2020,11:00:00 AM,68.5,52,50.5,4.75,6.18,15,14,9.9,0.0639,Moscow,5148
8/2/2020,12:00:00 PM,69.5,51,50.5,4.59,5.76,20,20,9.7,0.0545,Moscow,5149
8/2/2020,1:00:00 PM,70.8,47,49.5,4.34,5.55,26,26,9.4,0.0501,Moscow,5150
8/2/2020,2:00:00 PM,71.3,48,50.4,4.52,5.77,35,34,9.1,0.0457,Moscow,5151
8/2/2020,3:00:00 PM,70.1,51,51.3,4.4,5.76,39,39,9.2,0.0413,Moscow,5152
8/2/2020,4:00:00 PM,70.7,49,50.7,4.3,5.56,31,30,8.8,0.0369,Moscow,5153
8/2/2020,5:00:00 PM,70.4,49,50.4,4.02,5.23,27,26,8.5,0.0325,Moscow,5154
8/2/2020,6:00:00 PM,69.4,50,49.8,4.41,6.13,33,34,7.8,0.0289,Moscow,5155
8/2/2020,7:00:00 PM,67.6,55,51.1,3.98,6.25,39,40,7.8,0.0261,Moscow,5156
8/2/2020,8:00:00 PM,65.8,59,50.8,3.97,6.81,49,50,6.9,0.0234,Moscow,5157
8/2/2020,9:00:00 PM,63.3,63,50.5,3.24,6.6,56,58,6.8,0.0206,Moscow,5158
8/2/2020,10:00:00 PM,60.5,69,50.5,2.13,5.63,49,57,5.4,0.0179,Moscow,5159
8/2/2020,11:00:00 PM,59.1,72,50,2.12,5.63,45,57,3.5,0.0151,Moscow,5160
8/3/2020,12:00:00 AM,57.2,75,49.5,2.16,5.03,56,73,3.5,0.0124,Moscow,5161
8/3/2020,1:00:00 AM,55.5,80,49.3,2.77,4.23,64,83,3.5,0.0096,Moscow,5162
8/3/2020,2:00:00 AM,57.3,74,48.9,2.18,3.22,74,97,3.5,0.0069,Moscow,5163
8/3/2020,3:00:00 AM,60,67,48.8,1.3,2.1,67,115,2.7,0.0041,Moscow,5164
8/3/2020,4:00:00 AM,60,68,49.3,0.58,1.28,31,141,1.6,0.0014,Moscow,5165
8/3/2020,5:00:00 AM,59.7,71,50.3,0.2,0.91,360,174,0.9,0,Moscow,5166
8/3/2020,6:00:00 AM,55.6,86,51.5,1.75,1.75,24,66,0.5,0,Moscow,5167
8/3/2020,7:00:00 AM,58.7,76,51.3,1.8,2.26,19,45,3.2,0,Moscow,5168
8/3/2020,8:00:00 AM,61.8,68,51,1.44,1.92,34,39,3.9,0,Moscow,5169
8/3/2020,9:00:00 AM,64.8,61,51.1,1.53,1.8,58,56,4.5,0,Moscow,5170
8/3/2020,10:00:00 AM,67,53,49.2,1.73,2.12,80,82,5.1,0,Moscow,5171
8/3/2020,11:00:00 AM,68.6,47,47.7,2.41,2.92,95,96,6.1,0,Moscow,5172
8/3/2020,12:00:00 PM,69.8,44,46.8,2.67,3.2,103,104,6.5,0,Moscow,5173
8/3/2020,1:00:00 PM,71.2,41,46.3,2.72,3.38,107,109,6.7,0,Moscow,5174
8/3/2020,2:00:00 PM,72.3,39,46.3,2.67,3.4,103,104,6.7,0,Moscow,5175
8/3/2020,3:00:00 PM,73,39,46.5,2.91,3.54,106,106,6.7,0,Moscow,5176
8/3/2020,4:00:00 PM,73,39,46.5,3.1,3.86,111,111,6.9,0,Moscow,5177
8/3/2020,5:00:00 PM,72.6,39,46.5,3.04,3.94,117,117,6.8,0,Moscow,5178
8/3/2020,6:00:00 PM,71.2,42,46.8,3.82,5.14,96,97,6.2,0.0041,Moscow,5179
8/3/2020,7:00:00 PM,68.2,51,49.5,4,6.8,87,88,7,0.0123,Moscow,5180
8/3/2020,8:00:00 PM,64.9,54,48,3.21,6.64,94,96,7,0.0205,Moscow,5181
8/3/2020,9:00:00 PM,62.5,59,48.1,2.75,6.39,109,110,5.5,0.0286,Moscow,5182
8/3/2020,10:00:00 PM,61,64,48.6,2.68,6.48,117,117,4.6,0.0368,Moscow,5183
8/3/2020,11:00:00 PM,59.6,68,48.9,2.58,6.52,126,126,4.6,0.045,Moscow,5184
8/4/2020,12:00:00 AM,58.8,70,48.9,2.94,6.99,125,124,4.8,0.0532,Moscow,5185
8/4/2020,1:00:00 AM,58.3,69,48.3,3.26,7.5,130,127,5.9,0.0614,Moscow,5186
8/4/2020,2:00:00 AM,56.8,74,48.6,2.64,6.53,143,140,5.5,0.0695,Moscow,5187
8/4/2020,3:00:00 AM,56.2,77,49,2.51,6.36,151,150,4.7,0.0777,Moscow,5188
8/4/2020,4:00:00 AM,55.8,80,49.6,2.42,6.18,156,157,4.3,0.0859,Moscow,5189
8/4/2020,5:00:00 AM,55.3,82,50,2.28,5.98,157,159,4.1,0.0921,Moscow,5190
8/4/2020,6:00:00 AM,55.2,86,51,2.59,5.44,152,160,4.3,0.0962,Moscow,5191
8/4/2020,7:00:00 AM,57.8,79,51.4,2.72,5.07,144,158,4.9,0.1004,Moscow,5192
8/4/2020,8:00:00 AM,61.5,70,51.6,2.72,3.85,144,152,5.7,0.1045,Moscow,5193
8/4/2020,9:00:00 AM,65.4,61,51.7,3.11,4.16,147,153,6.7,0.1086,Moscow,5194
8/4/2020,10:00:00 AM,68.5,53,50.7,3.81,4.92,150,153,7.9,0.1128,Moscow,5195
8/4/2020,11:00:00 AM,70.7,46,49.1,4.57,5.9,151,154,9.3,0.1169,Moscow,5196
8/4/2020,12:00:00 PM,72.6,44,49.6,4.63,5.92,147,150,9.5,0.121,Moscow,5197
8/4/2020,1:00:00 PM,74.1,44,51.1,4.83,6.16,146,148,9.8,0.1249,Moscow,5198
8/4/2020,2:00:00 PM,74.8,45,52.2,4.97,6.35,150,152,9.9,0.1289,Moscow,5199
8/4/2020,3:00:00 PM,75.8,45,53.2,4.78,6.2,160,162,9.9,0.1329,Moscow,5200
8/4/2020,4:00:00 PM,75.7,45,53.1,4,5.28,148,151,9.3,0.1368,Moscow,5201
8/4/2020,5:00:00 PM,75.1,48,53.9,4.84,6.58,150,152,8.6,0.1408,Moscow,5202
8/4/2020,6:00:00 PM,72.3,50,52.8,4.02,5.99,153,154,9,0.1363,Moscow,5203
8/4/2020,7:00:00 PM,71.1,54,53.4,3.99,6.74,158,162,7,0.1233,Moscow,5204
8/4/2020,8:00:00 PM,67.8,71,57.9,3.96,6.3,190,190,7.9,0.1103,Moscow,5205
8/4/2020,9:00:00 PM,65.1,75,56.9,3.51,6.6,177,181,6.8,0.0973,Moscow,5206
8/4/2020,10:00:00 PM,64.2,77,56.8,3.92,7.02,174,176,6.8,0.0844,Moscow,5207
8/4/2020,11:00:00 PM,63.1,80,56.9,3.42,6.42,173,176,6.8,0.0714,Moscow,5208
8/5/2020,12:00:00 AM,61.7,85,57.3,3.1,6.33,182,185,5.9,0.0584,Moscow,5209
8/5/2020,1:00:00 AM,61.3,89,57.9,3.4,6.51,180,184,5.8,0.0454,Moscow,5210
8/5/2020,2:00:00 AM,60.9,92,58.5,3.54,6.61,172,177,6,0.0324,Moscow,5211
8/5/2020,3:00:00 AM,60.1,95,58.6,3.42,6.59,165,170,6,0.0195,Moscow,5212
8/5/2020,4:00:00 AM,59.7,96,58.6,2.9,5.9,180,181,5.8,0.0065,Moscow,5213
8/5/2020,5:00:00 AM,59.5,96,58.4,3.1,6.11,182,184,5.2,0,Moscow,5214
8/5/2020,6:00:00 AM,59.5,94,57.7,3.61,6.08,185,189,5.3,0,Moscow,5215
8/5/2020,7:00:00 AM,60.9,90,57.8,3.32,4.49,196,197,6.3,0,Moscow,5216
8/5/2020,8:00:00 AM,63.3,85,58.7,3.08,3.93,193,195,6.4,0,Moscow,5217
8/5/2020,9:00:00 AM,65.7,81,59.5,2.93,3.67,188,191,6.5,0,Moscow,5218
8/5/2020,10:00:00 AM,67.9,75,59.6,1.94,2.5,192,196,6.4,0,Moscow,5219
8/5/2020,11:00:00 AM,68.1,75,59.7,1.5,1.9,176,183,5.1,0,Moscow,5220
8/5/2020,12:00:00 PM,68.6,75,60.5,1.02,1.3,169,176,4.6,0,Moscow,5221
8/5/2020,1:00:00 PM,70.3,74,61.6,1.49,1.78,138,142,5.7,0,Moscow,5222
8/5/2020,2:00:00 PM,72.1,70,61.9,1.84,2.26,131,135,6.3,0,Moscow,5223
8/5/2020,3:00:00 PM,73.1,69,62.2,1.34,1.53,117,122,6.3,0,Moscow,5224
8/5/2020,4:00:00 PM,72.6,69,62,1.65,1.9,104,108,6,0,Moscow,5225
8/5/2020,5:00:00 PM,71.7,71,61.7,1.87,2.21,106,108,5.7,0,Moscow,5226
8/5/2020,6:00:00 PM,69.9,69,59.1,2.83,3.61,138,138,4.6,0,Moscow,5227
8/5/2020,7:00:00 PM,68.8,71,59.2,2.06,3.18,151,152,5.5,0,Moscow,5228
8/5/2020,8:00:00 PM,65.4,82,59.7,1.49,3.38,138,146,3.6,0,Moscow,5229
8/5/2020,9:00:00 PM,64,86,59.6,1.63,3.89,133,136,2.6,0,Moscow,5230
8/5/2020,10:00:00 PM,62.4,89,59.3,1.84,4.46,135,134,2.8,0,Moscow,5231
8/5/2020,11:00:00 PM,61.5,90,58.6,1.84,4.46,139,136,2.9,0,Moscow,5232
8/6/2020,12:00:00 AM,60.2,92,57.8,2.2,4.06,150,142,3,0,Moscow,5233
8/6/2020,1:00:00 AM,59.2,93,57,2.6,3.58,164,144,3.3,0,Moscow,5234
8/6/2020,2:00:00 AM,58.7,93,56.6,2.59,3.68,152,135,3.4,0,Moscow,5235
8/6/2020,3:00:00 AM,58.1,94,56.4,2.46,3.64,153,143,3.3,0,Moscow,5236
8/6/2020,4:00:00 AM,58.3,94,56.6,2.22,3.09,172,155,3.3,0,Moscow,5237
8/6/2020,5:00:00 AM,59.5,93,57.6,1.9,2.64,177,155,2.8,0,Moscow,5238
8/6/2020,6:00:00 AM,58.6,97,57.8,1.51,2.12,172,161,2.4,0,Moscow,5239
8/6/2020,7:00:00 AM,61.2,93,59.2,1.08,2,112,127,2.6,0,Moscow,5240
8/6/2020,8:00:00 AM,64.2,87,60.2,1.3,1.82,90,99,3.7,0,Moscow,5241
8/6/2020,9:00:00 AM,67,79,60.3,2.18,2.66,106,110,5.3,0,Moscow,5242
8/6/2020,10:00:00 AM,69.9,70,59.5,2.83,3.54,132,133,6.7,0,Moscow,5243
8/6/2020,11:00:00 AM,72.1,63,58.6,2.77,3.33,131,131,6.7,0,Moscow,5244
8/6/2020,12:00:00 PM,73.8,57,57.7,2.98,3.69,130,131,6.8,0.0032,Moscow,5245
8/6/2020,1:00:00 PM,75.4,55,58,3.28,4.05,128,130,7.3,0.0096,Moscow,5246
8/6/2020,2:00:00 PM,76.5,53,58.1,3.58,4.42,126,128,7.6,0.016,Moscow,5247
8/6/2020,3:00:00 PM,77.1,53,58.6,3.82,4.81,133,133,8,0.0225,Moscow,5248
8/6/2020,4:00:00 PM,77.6,50,57.7,3.61,4.53,136,137,8,0.0289,Moscow,5249
8/6/2020,5:00:00 PM,77.8,50,57.5,4.04,5.25,138,140,7.4,0.0353,Moscow,5250
8/6/2020,6:00:00 PM,75.6,58,59.9,4.78,6.89,127,130,8.3,0.0427,Moscow,5251
8/6/2020,7:00:00 PM,73.1,65,60.6,4.3,7.29,121,123,8.5,0.0512,Moscow,5252
8/6/2020,8:00:00 PM,70.2,69,59.6,3.86,7.55,121,125,7.5,0.0597,Moscow,5253
8/6/2020,9:00:00 PM,67.9,74,59.5,3.55,7.57,130,132,6.6,0.0682,Moscow,5254
8/6/2020,10:00:00 PM,66.2,79,59.4,3.26,7.28,133,136,5.9,0.0766,Moscow,5255
8/6/2020,11:00:00 PM,64.7,83,59.4,3.04,6.95,136,140,5.5,0.0851,Moscow,5256
8/7/2020,12:00:00 AM,64,85,59.5,3.26,7.23,133,139,5.5,0.0936,Moscow,5257
8/7/2020,1:00:00 AM,63.7,86,59.5,3.32,7.31,134,140,5.6,0.1021,Moscow,5258
8/7/2020,2:00:00 AM,63.4,87,59.5,3.54,7.5,137,143,5.9,0.1106,Moscow,5259
8/7/2020,3:00:00 AM,63.5,88,60,3.47,7.41,136,145,6,0.119,Moscow,5260
8/7/2020,4:00:00 AM,64,90,61.2,3.89,7.93,138,146,6.6,0.1275,Moscow,5261
8/7/2020,5:00:00 AM,64.7,95,63.1,4.47,8.68,146,154,7.7,0.1223,Moscow,5262
8/7/2020,6:00:00 AM,63.5,97,62.7,3.47,6.55,134,146,7.6,0.1035,Moscow,5263
8/7/2020,7:00:00 AM,66.5,92,64.2,3.18,5.85,193,193,6,0.0847,Moscow,5264
8/7/2020,8:00:00 AM,68.6,86,64.4,3.32,6.22,201,208,7.3,0.0659,Moscow,5265
8/7/2020,9:00:00 AM,71.5,78,64.1,5.4,8.64,179,185,9.2,0.0471,Moscow,5266
8/7/2020,10:00:00 AM,76.9,66,64.7,5.12,6.91,192,194,11,0.0282,Moscow,5267
8/7/2020,11:00:00 AM,79.7,64,66.4,4.52,5.93,185,186,9.7,0.0094,Moscow,5268
8/7/2020,12:00:00 PM,82.8,61,68,4.2,5.51,183,184,9.1,0.0103,Moscow,5269
8/7/2020,1:00:00 PM,84.8,60,69.6,4.7,6.1,179,180,9.2,0.0309,Moscow,5270
8/7/2020,2:00:00 PM,85.1,60,69.4,5.33,7.05,186,187,12.4,0.0515,Moscow,5271
8/7/2020,3:00:00 PM,84.5,62,69.8,4.83,6.54,186,186,10.5,0.072,Moscow,5272
8/7/2020,4:00:00 PM,85.6,59,69.5,3.71,4.97,194,195,9,0.0926,Moscow,5273
8/7/2020,5:00:00 PM,86.3,58,69.5,2.4,3.34,182,189,6.8,0.1132,Moscow,5274
8/7/2020,6:00:00 PM,81.4,66,68.8,4.52,7.58,155,157,4.5,0.1317,Moscow,5275
8/7/2020,7:00:00 PM,78.3,71,67.9,3.13,6.48,163,167,7.9,0.1481,Moscow,5276
8/7/2020,8:00:00 PM,76.7,72,67.2,4.83,8.67,167,173,8,0.1645,Moscow,5277
8/7/2020,9:00:00 PM,74.1,80,67.6,2.82,6.41,174,176,8.3,0.1809,Moscow,5278
8/7/2020,10:00:00 PM,72.1,85,67.5,2.57,6.2,167,170,4.6,0.1972,Moscow,5279
8/7/2020,11:00:00 PM,71.7,87,67.5,3.21,7.13,175,175,5.3,0.2136,Moscow,5280
8/8/2020,12:00:00 AM,71.6,88,67.7,2.98,7.14,194,186,5.6,0.23,Moscow,5281
8/8/2020,1:00:00 AM,70.8,90,67.7,2.27,5.81,221,207,5,0.2464,Moscow,5282
8/8/2020,2:00:00 AM,69.1,93,67,6.17,9.9,343,340,8.2,0.2628,Moscow,5283
8/8/2020,3:00:00 AM,67.6,93,65.6,2.12,3.95,262,279,10.7,0.2792,Moscow,5284
8/8/2020,4:00:00 AM,67.6,93,65.5,3.94,8.08,336,338,6.7,0.2956,Moscow,5285
8/8/2020,5:00:00 AM,66.9,89,63.7,3.71,7.38,5,9,7,0.2894,Moscow,5286
8/8/2020,6:00:00 AM,65.5,65,53.4,4.3,8.23,359,5,6.3,0.2608,Moscow,5287
8/8/2020,7:00:00 AM,66.3,64,53.8,3.91,6.91,347,357,7.5,0.2321,Moscow,5288
8/8/2020,8:00:00 AM,67.2,62,53.8,4.47,7.62,350,355,7.5,0.2035,Moscow,5289
8/8/2020,9:00:00 AM,68.1,59,53.1,4.41,6.54,4,6,8.5,0.1749,Moscow,5290
8/8/2020,10:00:00 AM,67.6,62,54,4.39,6.86,49,47,7.9,0.1462,Moscow,5291
8/8/2020,11:00:00 AM,66.8,68,56.1,5.88,9.84,42,42,10,0.1176,Moscow,5292
8/8/2020,12:00:00 PM,71.2,60,56.8,4.36,5.94,32,33,11.5,0.0946,Budapest,5293
8/8/2020,1:00:00 PM,74.2,54,56.8,3.68,4.74,47,48,8.5,0.0774,Budapest,5294
8/8/2020,2:00:00 PM,76.1,51,56.8,2.62,3.26,40,43,7.7,0.0602,Budapest,5295
8/8/2020,3:00:00 PM,77.1,50,56.8,2.34,2.92,50,52,6.3,0.043,Budapest,5296
8/8/2020,4:00:00 PM,77.4,49,56.8,3.22,4.12,60,61,6.6,0.0258,Budapest,5297
8/8/2020,5:00:00 PM,76.8,52,58.1,2.6,3.32,74,74,6.6,0.0086,Budapest,5298
8/8/2020,6:00:00 PM,76.8,51,57.6,1.57,1.92,63,62,5.2,0.0036,Budapest,5299
8/8/2020,7:00:00 PM,73.4,68,62.2,1.58,3.32,72,69,3.2,0.0108,Budapest,5300
8/8/2020,8:00:00 PM,69.5,73,60.4,1.96,4.13,105,97,2.9,0.018,Budapest,5301
8/8/2020,9:00:00 PM,69.5,70,59.2,2.25,5.41,122,118,3.7,0.0251,Budapest,5302
8/8/2020,10:00:00 PM,68.5,73,59.6,2.18,5.8,106,105,3.6,0.0323,Budapest,5303
8/8/2020,11:00:00 PM,66.8,80,60.4,2.42,5.24,120,114,3.4,0.0395,Budapest,5304
8/9/2020,12:00:00 AM,67.6,78,60.4,2.09,5.38,107,108,3.3,0.0467,Budapest,5305
8/9/2020,1:00:00 AM,67.8,78,60.5,2.67,6.48,103,107,4.5,0.0539,Budapest,5306
8/9/2020,2:00:00 AM,66.6,83,61.2,2.48,6.15,133,136,4.5,0.061,Budapest,5307
8/9/2020,3:00:00 AM,66.2,90,63.1,2.12,5.89,161,159,4.1,0.0682,Budapest,5308
8/9/2020,4:00:00 AM,68,92,65.7,3.81,8.1,177,179,6.3,0.0754,Budapest,5309
8/9/2020,5:00:00 AM,68.5,95,67,3.1,6.71,195,197,6.4,0.0734,Budapest,5310
8/9/2020,6:00:00 AM,67.1,95,65.6,3.16,6.38,215,215,5.3,0.0621,Budapest,5311
8/9/2020,7:00:00 AM,68.9,92,66.5,3.57,6.3,252,250,6.3,0.0508,Budapest,5312
8/9/2020,8:00:00 AM,71.8,87,67.7,2.95,4.09,246,248,6.4,0.0395,Budapest,5313
8/9/2020,9:00:00 AM,75.3,81,69.2,2.69,3.55,239,238,6.1,0.0282,Budapest,5314
8/9/2020,10:00:00 AM,78.4,75,70,2.1,2.73,205,208,6,0.0169,Budapest,5315
8/9/2020,11:00:00 AM,81.4,68,69.9,2.59,3.26,208,207,6.4,0.0056,Budapest,5316
8/9/2020,12:00:00 PM,74.8,79,67.9,7.02,9.22,306,307,11.4,0.0287,Budapest,5317
8/9/2020,1:00:00 PM,70.2,81,64.1,3.63,4.65,278,279,13.4,0.086,Budapest,5318
8/9/2020,2:00:00 PM,72,84,66.7,4.47,6.16,310,312,7.8,0.1433,Budapest,5319
8/9/2020,3:00:00 PM,75.6,76,67.3,4.8,6.69,329,328,9.3,0.2007,Budapest,5320
8/9/2020,4:00:00 PM,77.3,61,62.8,6.14,8.7,330,330,10.6,0.258,Budapest,5321
8/9/2020,5:00:00 PM,75.5,50,55.4,6.66,9.99,327,327,11.8,0.3153,Budapest,5322
8/9/2020,6:00:00 PM,72.2,54,54.4,4.54,7.07,352,352,11.7,0.3384,Budapest,5323
8/9/2020,7:00:00 PM,69.1,60,54.4,3.24,6.26,351,352,7.8,0.3271,Budapest,5324
8/9/2020,8:00:00 PM,65.5,64,53,2.53,6.13,351,354,5.6,0.3158,Budapest,5325
8/9/2020,9:00:00 PM,62.9,69,52.4,2.11,5.39,329,345,4.3,0.3045,Budapest,5326
8/9/2020,10:00:00 PM,62.7,69,52.3,2.64,5.52,299,318,4.5,0.2933,Budapest,5327
8/9/2020,11:00:00 PM,62.2,67,51.1,3.57,7.48,288,300,6,0.282,Budapest,5328
8/10/2020,12:00:00 AM,61.6,55,45.4,4.08,8.49,306,316,7.2,0.2707,Budapest,5329
8/10/2020,1:00:00 AM,60,57,44.5,3.55,7.64,302,316,6.9,0.2595,Budapest,5330
8/10/2020,2:00:00 AM,59.4,56,43.7,3.64,8.1,291,303,6.3,0.2482,Budapest,5331
8/10/2020,3:00:00 AM,59.4,53,42.4,4.12,8.68,284,296,6.8,0.2369,Budapest,5332
8/10/2020,4:00:00 AM,59.6,50,41,4.08,8.81,287,295,7.1,0.2256,Budapest,5333
8/10/2020,5:00:00 AM,62,45,40.6,3.77,7.86,281,285,7.3,0.2141,Budapest,5334
8/10/2020,6:00:00 AM,61,52,43.3,3.73,7.42,278,284,7.1,0.2023,Budapest,5335
8/10/2020,7:00:00 AM,60.1,61,46.4,3.86,7.46,280,288,6.5,0.1905,Budapest,5336
8/10/2020,8:00:00 AM,63.1,57,47.7,4.2,6.79,273,279,7.4,0.1788,Budapest,5337
8/10/2020,9:00:00 AM,66,52,47.8,4.33,5.97,277,279,8.3,0.167,Budapest,5338
8/10/2020,10:00:00 AM,68.7,47,47.8,4.04,5.36,279,279,8.4,0.1552,Budapest,5339
8/10/2020,11:00:00 AM,71.2,41,46.3,4.12,5.34,284,283,8.3,0.1434,Budapest,5340
8/10/2020,12:00:00 PM,73,36,44.6,4.31,5.61,274,274,8.6,0.1335,Budapest,5341
8/10/2020,1:00:00 PM,74.1,33,43.5,5.1,6.7,271,271,9.7,0.1256,Budapest,5342
8/10/2020,2:00:00 PM,74.6,33,43.5,5.7,7.6,270,270,10.7,0.1177,Budapest,5343
8/10/2020,3:00:00 PM,74.9,32,43.4,5.62,7.53,275,275,10.8,0.1098,Budapest,5344
8/10/2020,4:00:00 PM,74.8,34,44.5,4.93,6.75,276,277,10.3,0.1019,Budapest,5345
8/10/2020,5:00:00 PM,74.5,35,45.4,4,5.8,269,270,9,0.094,Budapest,5346
8/10/2020,6:00:00 PM,74.4,47,52.8,2.06,4.56,247,255,6.9,0.1057,Budapest,5347
8/10/2020,7:00:00 PM,69.9,56,53.4,2.05,5.02,227,239,3.6,0.137,Budapest,5348
8/10/2020,8:00:00 PM,65.9,55,49.4,2.62,6.08,220,224,4.2,0.1684,Budapest,5349
8/10/2020,9:00:00 PM,65.5,53,47.8,2.98,6.88,220,221,4.8,0.1998,Budapest,5350
8/10/2020,10:00:00 PM,65.5,50,46.5,3.42,7.68,218,219,5.7,0.2311,Budapest,5351
8/10/2020,11:00:00 PM,65.6,50,46.5,4.25,9.08,210,208,6.9,0.2625,Budapest,5352
8/11/2020,12:00:00 AM,66.1,51,47.2,4.63,9.71,213,212,7.7,0.2939,Budapest,5353
8/11/2020,1:00:00 AM,66.4,53,48.7,5.46,10.91,221,221,9.1,0.3252,Budapest,5354
8/11/2020,2:00:00 AM,66.7,50,47.7,6.23,11.61,222,222,10.4,0.3566,Budapest,5355
8/11/2020,3:00:00 AM,66.3,55,49.5,6.16,11.53,227,227,11,0.388,Budapest,5356
8/11/2020,4:00:00 AM,65.8,60,51.6,6.16,11.47,228,228,10.7,0.4193,Budapest,5357
8/11/2020,5:00:00 AM,65.9,61,51.9,6.37,11.67,224,224,10.6,0.4041,Budapest,5358
8/11/2020,6:00:00 AM,64.5,64,51.9,5.03,9.86,221,220,10.9,0.3424,Budapest,5359
8/11/2020,7:00:00 AM,65.3,66,53.7,3.35,6.93,253,237,9.3,0.2806,Budapest,5360
8/11/2020,8:00:00 AM,68.2,63,55.3,1.61,2.94,277,260,5.7,0.2189,Budapest,5361
8/11/2020,9:00:00 AM,70,63,56.9,1.2,1.3,95,94,3.6,0.1571,Budapest,5362
8/11/2020,10:00:00 AM,72,63,58.5,2.28,2.77,128,131,5.5,0.0954,Budapest,5363
8/11/2020,11:00:00 AM,73.7,62,59.6,2.77,3.42,139,142,6.5,0.0336,Budapest,5364
8/11/2020,12:00:00 PM,76.1,60,61,2.95,3.73,156,160,6.9,0.0025,Budapest,5365
8/11/2020,1:00:00 PM,78,58,62,3.07,3.86,161,163,7,0.0021,Budapest,5366
8/11/2020,2:00:00 PM,79.3,57,62.7,3.42,4.2,165,168,7.4,0.0016,Budapest,5367
